epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,1859.79,0.56076,0.35457,0.99837,0.93418,0.9149,0.94293,0.79522,0.81388,0.4239,1.16272,0.000286083,0.000286083,0.000286083
152,1872.09,0.56268,0.35123,0.98374,0.93079,0.91316,0.94107,0.79615,0.81545,0.43865,1.17043,0.000280583,0.000280583,0.000280583
153,1884.4,0.54899,0.35014,0.98275,0.93888,0.91875,0.95012,0.80577,0.80632,0.43495,1.16522,0.000275084,0.000275084,0.000275084
154,1896.77,0.54738,0.34224,0.97923,0.92874,0.92391,0.9436,0.79502,0.81539,0.43749,1.17,0.000269584,0.000269584,0.000269584
155,1909.08,0.54314,0.3289,0.97499,0.91492,0.9252,0.94443,0.79817,0.81988,0.42936,1.17131,0.000264085,0.000264085,0.000264085
156,1921.43,0.53593,0.3381,0.97805,0.94655,0.91723,0.94101,0.79534,0.82254,0.42888,1.18091,0.000258585,0.000258585,0.000258585
157,1933.74,0.55502,0.3452,0.98766,0.94026,0.89797,0.93677,0.80323,0.81915,0.43099,1.17749,0.000253086,0.000253086,0.000253086
158,1946.04,0.52537,0.33073,0.9672,0.93277,0.92604,0.93959,0.79349,0.82278,0.44759,1.18741,0.000247586,0.000247586,0.000247586
159,1958.36,0.53453,0.32892,0.97789,0.94814,0.91471,0.94202,0.80908,0.80504,0.44101,1.17202,0.000242087,0.000242087,0.000242087
160,1970.74,0.53583,0.32988,0.97456,0.94256,0.90468,0.93952,0.80391,0.81338,0.44311,1.17568,0.000236587,0.000236587,0.000236587
161,1983.04,0.54393,0.33397,0.97613,0.93519,0.92006,0.94477,0.80706,0.8176,0.42764,1.17342,0.000231088,0.000231088,0.000231088
162,1995.36,0.53,0.31538,0.97405,0.94006,0.90369,0.93791,0.80069,0.81528,0.4396,1.18619,0.000225589,0.000225589,0.000225589
